STATION,NAME,DATE,PRCP,SNOW,TMAX,TMIN
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-09-06,0.04,,70.0,48.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-09-07,0.01,,69.0,54.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-09-08,0.01,,64.0,48.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-09-09,0.0,,78.0,53.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-09-10,0.0,,78.0,55.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-09-11,0.0,,76.0,58.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-09-12,0.0,,80.0,56.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-09-13,0.0,,79.0,58.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-09-14,0.0,,78.0,56.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-09-15,0.0,,68.0,58.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-09-16,0.18,,69.0,56.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-09-17,0.0,,68.0,54.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-09-18,0.0,,72.0,47.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-09-19,0.01,,71.0,52.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-09-20,0.0,,67.0,48.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-09-21,0.0,,70.0,49.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-09-22,0.0,,74.0,50.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-09-23,0.0,,74.0,47.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-09-24,0.0,,73.0,51.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-09-25,0.0,,74.0,54.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-09-26,0.0,,71.0,50.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-09-27,0.0,,70.0,49.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-09-28,0.0,,76.0,47.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-09-29,0.18,,63.0,50.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-09-30,0.0,,60.0,43.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-10-01,0.0,,63.0,39.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-10-02,0.0,,62.0,40.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-10-03,0.48,,59.0,55.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-10-04,0.0,,64.0,54.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-10-05,0.0,,62.0,52.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-10-06,0.0,,67.0,54.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-10-07,0.0,,63.0,52.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-10-08,0.01,,64.0,51.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-10-09,0.02,,60.0,52.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-10-10,0.01,,64.0,46.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-10-11,0.0,,58.0,41.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-10-12,0.0,,60.0,41.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-10-13,0.0,,61.0,38.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-10-14,0.0,,65.0,43.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-10-15,0.0,,65.0,49.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-10-16,0.0,,69.0,49.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-10-17,0.0,,68.0,42.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-10-18,0.0,,55.0,46.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-10-19,0.01,,61.0,52.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-10-20,0.06,,60.0,54.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-10-21,0.0,,59.0,54.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-10-22,0.0,,60.0,49.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-10-23,0.0,,59.0,46.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-10-24,0.01,,52.0,41.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-10-25,0.0,,49.0,45.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-10-26,0.0,,50.0,38.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-10-27,0.0,,53.0,39.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-10-28,0.0,,55.0,46.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-10-29,0.04,,55.0,37.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-10-30,0.0,,52.0,30.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-10-31,0.0,,54.0,29.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-11-01,0.0,,56.0,27.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-11-02,0.0,,54.0,23.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-11-03,0.0,,52.0,25.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-11-04,0.0,,54.0,27.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-11-05,0.0,,63.0,40.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-11-06,0.6,,54.0,43.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-11-07,0.36,,60.0,46.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-11-08,0.07,,56.0,47.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-11-09,0.32,,57.0,45.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-11-10,0.05,,56.0,44.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-11-11,0.06,,58.0,47.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-11-12,0.77,,60.0,50.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-11-13,0.09,,58.0,48.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-11-14,0.0,,56.0,42.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-11-15,0.01,,53.0,41.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-11-16,0.52,,55.0,39.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-11-17,0.0,,56.0,45.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-11-18,0.13,,55.0,46.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-11-19,0.14,,59.0,51.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-11-20,0.01,,62.0,48.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-11-21,0.0,,61.0,46.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-11-22,0.0,,54.0,51.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-11-23,0.0,,52.0,44.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-11-24,0.01,,52.0,40.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-11-25,0.0,,49.0,31.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-11-26,0.0,,51.0,29.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-11-27,0.0,,52.0,31.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-11-28,0.0,,52.0,33.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-11-29,0.0,,50.0,35.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-11-30,0.0,,48.0,38.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-12-01,0.0,,53.0,34.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-12-02,0.0,,51.0,44.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-12-03,0.0,,47.0,34.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-12-04,0.14,,49.0,38.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-12-05,0.0,,53.0,35.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-12-06,0.0,,51.0,35.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-12-07,0.0,,44.0,36.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-12-08,0.0,,46.0,36.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-12-09,0.11,,49.0,32.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-12-10,0.53,,49.0,43.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-12-11,0.4,,53.0,42.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-12-12,0.52,,55.0,45.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-12-13,0.26,,54.0,43.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-12-14,1.55,,61.0,47.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-12-15,0.42,,55.0,44.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-12-16,0.6,,50.0,42.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-12-17,0.3,,44.0,40.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-12-18,0.03,,47.0,38.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-12-19,0.05,,51.0,40.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-12-20,0.0,,52.0,43.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-12-21,0.0,,47.0,40.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-12-22,0.0,,47.0,32.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-12-23,0.0,,47.0,29.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-12-24,0.15,,43.0,34.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-12-25,0.42,,54.0,41.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-12-26,0.01,,48.0,38.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-12-27,0.31,,54.0,38.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-12-28,0.1,,44.0,38.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-12-29,0.2,,52.0,37.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-12-30,0.22,,48.0,38.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2002-12-31,0.12,,48.0,39.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-01-01,1.13,,46.0,41.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-01-02,0.91,,59.0,45.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-01-03,0.01,,58.0,49.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-01-04,0.68,,56.0,48.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-01-05,0.0,,52.0,38.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-01-06,0.0,,53.0,34.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-01-07,0.0,,58.0,32.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-01-08,0.0,,53.0,34.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-01-09,0.0,,54.0,35.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-01-10,0.0,,53.0,31.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-01-11,0.36,,49.0,34.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-01-12,0.52,,50.0,42.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-01-13,0.38,,50.0,43.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-01-14,0.0,,52.0,33.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-01-15,0.0,,47.0,31.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-01-16,0.0,,49.0,38.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-01-17,0.0,,51.0,37.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-01-18,0.0,,52.0,32.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-01-19,0.0,,49.0,40.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-01-20,0.0,,49.0,38.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-01-21,0.56,,45.0,44.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-01-22,0.84,,54.0,44.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-01-23,0.39,,56.0,46.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-01-24,0.32,,54.0,46.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-01-25,0.32,,55.0,45.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-01-26,0.54,,60.0,49.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-01-27,0.44,,51.0,47.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-01-28,0.05,,52.0,40.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-01-29,0.35,,51.0,37.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-01-30,0.54,,57.0,49.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-01-31,0.01,,56.0,48.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-02-01,0.0,,52.0,43.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-02-02,0.06,,50.0,44.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-02-03,0.01,,49.0,40.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-02-04,0.0,,48.0,36.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-02-05,0.0,,47.0,32.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-02-06,0.0,,48.0,32.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-02-07,0.0,,44.0,32.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-02-08,0.0,,41.0,36.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-02-09,0.01,,41.0,34.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-02-10,0.0,,45.0,34.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-02-11,0.0,,52.0,33.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-02-12,0.0,,50.0,28.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-02-13,0.0,,50.0,33.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-02-14,0.0,,53.0,40.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-02-15,0.35,,53.0,41.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-02-16,0.6,,53.0,43.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-02-17,0.02,,52.0,38.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-02-18,0.0,,53.0,39.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-02-19,0.04,,50.0,43.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-02-20,0.07,,52.0,44.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-02-21,0.1,,52.0,42.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-02-22,0.04,,50.0,39.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-02-23,0.0,,49.0,33.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-02-24,0.0,,49.0,28.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-02-25,0.0,,50.0,25.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-02-26,0.0,,51.0,31.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-02-27,0.0,,52.0,33.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-02-28,0.05,,47.0,41.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-03-01,0.0,,52.0,35.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-03-02,0.27,,46.0,36.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-03-03,0.0,,50.0,39.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-03-04,0.0,,52.0,38.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-03-05,0.0,,50.0,41.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-03-06,0.0,,50.0,40.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-03-07,0.44,,43.0,36.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-03-08,0.13,,43.0,36.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-03-09,0.36,,54.0,42.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-03-10,0.0,,55.0,49.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-03-11,0.12,,54.0,47.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-03-12,1.16,,57.0,47.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-03-13,0.33,,61.0,51.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-03-14,0.16,,61.0,49.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-03-15,0.05,,60.0,45.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-03-16,0.13,,56.0,41.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-03-17,0.0,,56.0,37.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-03-18,0.12,,54.0,39.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-03-19,0.32,,51.0,40.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-03-20,0.12,,54.0,44.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-03-21,0.63,,53.0,45.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-03-22,0.64,,55.0,43.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-03-23,0.07,,50.0,37.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-03-24,0.03,,51.0,34.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-03-25,0.02,,57.0,44.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-03-26,0.36,,53.0,43.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-03-27,0.0,,56.0,44.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-03-28,0.0,,56.0,42.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-03-29,0.0,,66.0,45.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-03-30,0.15,,67.0,48.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-03-31,0.13,,58.0,47.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-04-01,0.19,,50.0,40.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-04-02,0.17,,52.0,33.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-04-03,0.12,,49.0,39.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-04-04,0.05,,52.0,39.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-04-05,0.15,,47.0,38.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-04-06,0.16,,54.0,42.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-04-07,0.13,,55.0,44.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-04-08,0.34,,65.0,46.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-04-09,0.0,,59.0,43.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-04-10,0.01,,61.0,45.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-04-11,0.04,,62.0,47.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-04-12,0.06,,55.0,48.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-04-13,0.58,,58.0,45.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-04-14,0.0,,59.0,43.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-04-15,0.0,,59.0,47.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-04-16,0.0,,60.0,47.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-04-17,0.0,,57.0,46.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-04-18,0.04,,57.0,43.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-04-19,0.01,,62.0,45.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-04-20,0.01,,62.0,48.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-04-21,0.14,,53.0,50.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-04-22,0.01,,59.0,44.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-04-23,0.17,,52.0,43.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-04-24,0.33,,50.0,40.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-04-25,0.0,,59.0,41.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-04-26,0.0,,57.0,46.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-04-27,0.0,,63.0,44.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-04-28,0.0,,67.0,47.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-04-29,0.01,,61.0,49.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-04-30,0.0,,62.0,48.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-05-01,0.0,,67.0,53.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-05-02,0.0,,61.0,48.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-05-03,0.03,,55.0,47.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-05-04,0.3,,55.0,45.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-05-05,0.03,,57.0,40.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-05-06,0.03,,59.0,43.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-05-07,0.0,,60.0,39.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-05-08,0.0,,61.0,44.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-05-09,0.0,,65.0,45.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-05-10,0.0,,63.0,49.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-05-11,0.0,,65.0,50.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-05-12,0.0,,63.0,51.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-05-13,0.0,,71.0,48.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-05-14,0.0,,61.0,47.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-05-15,0.0,,55.0,43.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-05-16,0.11,,56.0,42.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-05-17,0.0,,56.0,41.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-05-18,0.0,,62.0,39.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-05-19,0.0,,68.0,41.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-05-20,0.03,,60.0,50.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-05-21,0.0,,69.0,53.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-05-22,0.01,,67.0,55.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-05-23,0.0,,78.0,57.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-05-24,0.06,,70.0,57.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-05-25,0.07,,66.0,53.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-05-26,0.0,,69.0,47.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-05-27,0.0,,78.0,51.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-05-28,0.0,,72.0,57.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-05-29,0.0,,73.0,53.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-05-30,0.05,,71.0,55.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-05-31,0.0,,71.0,53.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-01,0.0,,68.0,54.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-02,0.0,,70.0,54.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-03,0.0,,73.0,50.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-04,0.0,,81.0,56.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-05,0.0,,85.0,62.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-06,0.0,,89.0,61.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-07,0.0,,93.0,61.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-08,0.0,,74.0,56.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-09,0.0,,67.0,56.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-10,0.0,,63.0,54.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-11,0.0,,70.0,52.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-12,0.0,,64.0,53.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-13,0.07,,68.0,56.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-14,0.0,,70.0,53.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-15,0.0,,74.0,55.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-16,0.0,,78.0,55.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-17,0.0,,86.0,59.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-18,0.0,,65.0,57.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-19,0.0,,66.0,52.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-20,0.15,,61.0,50.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-21,0.15,,62.0,50.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-22,0.0,,66.0,48.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-23,0.0,,68.0,52.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-24,0.0,,74.0,52.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-25,0.0,,80.0,54.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-26,0.0,,82.0,57.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-27,0.0,,81.0,58.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-28,0.0,,88.0,59.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-29,0.0,,79.0,61.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-30,0.08,,73.0,58.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-07-01,0.0,,69.0,56.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-07-02,0.0,,71.0,53.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-07-03,0.0,,76.0,53.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-07-04,0.0,,77.0,55.0
USW00024234,"SEATTLE BOEING FIELD, WA US",2003-07-05,0.0,,73.0,59.0
