STATION,NAME,DATE,PRCP,SNOW,TMAX,TMIN
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-01-01,0.64,0.0,52.0,43.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-01-02,0.33,0.0,46.0,39.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-01-03,0.33,0.0,48.0,37.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-01-04,0.21,0.0,47.0,35.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-01-05,0.25,0.0,48.0,33.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-01-06,0.39,0.0,48.0,42.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-01-07,0.67,0.0,51.0,42.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-01-08,0.04,0.0,49.0,38.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-01-09,0.16,0.0,52.0,34.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-01-10,0.89,0.0,45.0,38.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-01-11,0.0,0.0,45.0,33.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-01-12,0.0,0.0,43.0,30.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-01-13,0.0,0.0,45.0,31.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-01-14,0.0,0.0,42.0,28.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-01-15,0.0,0.0,36.0,34.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-01-16,0.0,0.0,37.0,30.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-01-17,0.0,0.0,35.0,31.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-01-18,0.0,0.0,36.0,31.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-01-19,0.0,0.0,37.0,30.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-01-20,0.0,0.0,39.0,32.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-01-21,0.0,0.0,49.0,35.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-01-22,0.17,0.0,49.0,42.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-01-23,0.01,0.0,49.0,46.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-01-24,0.0,0.0,46.0,38.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-01-25,0.0,0.0,49.0,31.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-01-26,0.0,0.0,48.0,31.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-01-27,0.0,0.0,54.0,28.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-01-28,0.0,0.0,53.0,24.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-01-29,0.16,0.0,44.0,34.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-01-30,0.09,0.0,47.0,31.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-01-31,0.29,0.0,35.0,28.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-02-01,0.05,0.0,42.0,33.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-02-02,0.0,0.0,46.0,28.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-02-03,0.3,0.0,40.0,29.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-02-04,0.18,0.0,43.0,32.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-02-05,0.0,0.0,38.0,28.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-02-06,0.0,0.0,44.0,22.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-02-07,0.3,0.0,46.0,29.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-02-08,0.9,0.0,46.0,38.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-02-09,0.0,0.0,45.0,35.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-02-10,0.0,0.0,39.0,29.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-02-11,0.0,0.0,46.0,24.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-02-12,0.0,0.0,46.0,28.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-02-13,0.01,0.0,49.0,38.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-02-14,0.83,0.0,48.0,42.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-02-15,0.48,0.0,46.0,38.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-02-16,1.23,0.0,54.0,39.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-02-17,0.31,0.0,59.0,49.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-02-18,0.03,0.0,50.0,35.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-02-19,0.0,0.0,46.0,33.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-02-20,0.57,0.0,47.0,37.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-02-21,0.33,0.0,52.0,40.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-02-22,0.21,0.0,49.0,39.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-02-23,0.03,0.0,50.0,38.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-02-24,0.01,0.0,47.0,39.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-02-25,0.93,0.0,48.0,44.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-02-26,0.09,0.0,50.0,41.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-02-27,0.0,0.0,50.0,37.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-02-28,0.0,0.0,48.0,33.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-02-29,0.02,0.0,48.0,37.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-03-01,0.24,0.0,47.0,35.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-03-02,0.0,0.0,47.0,32.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-03-03,0.0,0.0,51.0,26.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-03-04,0.0,0.0,58.0,30.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-03-05,0.0,0.0,50.0,44.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-03-06,0.02,0.0,49.0,43.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-03-07,0.08,0.0,44.0,37.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-03-08,0.09,0.0,45.0,35.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-03-09,0.0,0.0,48.0,33.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-03-10,0.0,0.0,52.0,31.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-03-11,0.08,0.0,53.0,33.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-03-12,0.05,0.0,60.0,44.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-03-13,0.0,0.0,55.0,39.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-03-14,0.0,0.0,51.0,36.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-03-15,0.0,0.0,55.0,38.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-03-16,0.0,0.0,52.0,36.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-03-17,0.05,0.0,54.0,38.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-03-18,0.26,0.0,51.0,38.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-03-19,0.24,0.0,48.0,37.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-03-20,0.1,0.0,46.0,36.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-03-21,2.32,0.0,48.0,41.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-03-22,0.05,0.0,47.0,34.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-03-23,0.0,0.0,55.0,34.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-03-24,0.35,0.0,55.0,38.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-03-25,0.25,0.0,53.0,37.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-03-26,0.0,0.0,60.0,39.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-03-27,0.0,0.0,70.0,38.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-03-28,0.0,0.0,62.0,41.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-03-29,0.01,0.0,52.0,41.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-03-30,0.0,0.0,57.0,41.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-03-31,0.0,0.0,57.0,42.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-04-01,0.14,0.0,49.0,40.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-04-02,0.29,0.0,45.0,36.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-04-03,0.01,0.0,49.0,35.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-04-04,0.12,0.0,48.0,32.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-04-05,0.04,0.0,55.0,34.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-04-06,0.11,0.0,48.0,37.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-04-07,0.0,0.0,58.0,33.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-04-08,0.1,0.0,61.0,34.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-04-09,0.54,0.0,51.0,42.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-04-10,0.14,0.0,56.0,41.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-04-11,0.0,0.0,55.0,42.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-04-12,0.09,0.0,52.0,42.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-04-13,0.06,0.0,60.0,42.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-04-14,0.0,0.0,66.0,44.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-04-15,0.28,0.0,67.0,50.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-04-16,0.0,0.0,64.0,46.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-04-17,0.19,0.0,55.0,47.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-04-18,0.0,0.0,57.0,42.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-04-19,0.0,0.0,61.0,39.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-04-20,0.0,0.0,70.0,39.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-04-21,0.17,0.0,57.0,47.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-04-22,0.27,0.0,59.0,46.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-04-23,0.01,0.0,59.0,46.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-04-24,0.55,0.0,49.0,42.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-04-25,0.12,0.0,50.0,37.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-04-26,0.0,0.0,50.0,36.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-04-27,0.0,0.0,54.0,34.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-04-28,0.03,0.0,49.0,42.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-04-29,0.0,0.0,55.0,37.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-04-30,0.0,0.0,58.0,37.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-05-01,0.02,0.0,59.0,41.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-05-02,0.07,0.0,60.0,34.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-05-03,0.65,0.0,56.0,46.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-05-04,0.0,0.0,60.0,46.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-05-05,0.52,0.0,57.0,48.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-05-06,0.27,0.0,62.0,46.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-05-07,0.0,0.0,58.0,43.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-05-08,0.0,0.0,58.0,46.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-05-09,0.0,0.0,57.0,44.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-05-10,0.26,0.0,57.0,46.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-05-11,0.03,0.0,65.0,47.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-05-12,0.41,0.0,57.0,44.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-05-13,0.33,0.0,57.0,45.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-05-14,0.02,0.0,61.0,45.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-05-15,0.0,0.0,63.0,45.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-05-16,0.27,0.0,59.0,50.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-05-17,0.0,0.0,65.0,47.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-05-18,0.01,0.0,62.0,47.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-05-19,0.15,0.0,61.0,44.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-05-20,0.0,0.0,76.0,48.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-05-21,0.0,0.0,66.0,49.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-05-22,0.0,0.0,65.0,52.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-05-23,0.0,0.0,66.0,53.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-05-24,0.0,0.0,80.0,52.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-05-25,0.0,0.0,72.0,54.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-05-26,0.0,0.0,73.0,52.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-05-27,0.66,0.0,65.0,52.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-05-28,0.61,0.0,56.0,51.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-05-29,0.35,0.0,60.0,50.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-05-30,0.0,0.0,70.0,46.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-05-31,0.0,0.0,78.0,46.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-06-01,0.0,0.0,72.0,50.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-06-02,0.02,0.0,77.0,51.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-06-03,0.02,0.0,71.0,56.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-06-04,0.0,0.0,73.0,52.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-06-05,0.0,0.0,78.0,52.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-06-06,0.0,0.0,84.0,54.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-06-07,0.0,0.0,89.0,60.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-06-08,0.0,0.0,86.0,62.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-06-09,0.0,0.0,85.0,60.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-06-10,0.0,0.0,80.0,59.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-06-11,0.7,0.0,62.0,56.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-06-12,0.4,0.0,67.0,52.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-06-13,0.07,0.0,66.0,54.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-06-14,0.0,0.0,75.0,52.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-06-15,0.0,0.0,72.0,52.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-06-16,0.35,0.0,60.0,55.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-06-17,0.0,0.0,66.0,54.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-06-18,0.0,0.0,73.0,53.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-06-19,0.02,0.0,71.0,55.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-06-20,0.81,0.0,62.0,54.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-06-21,0.01,0.0,67.0,53.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-06-22,0.0,0.0,66.0,51.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-06-23,0.0,0.0,72.0,49.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-06-24,0.0,0.0,67.0,54.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-06-25,0.0,0.0,69.0,52.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-06-26,0.0,0.0,73.0,52.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-06-27,0.0,0.0,81.0,54.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-06-28,0.0,0.0,83.0,58.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-06-29,0.0,0.0,85.0,57.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-06-30,0.0,0.0,75.0,52.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-07-01,0.0,0.0,73.0,48.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-07-02,0.0,0.0,71.0,48.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-07-03,0.0,0.0,79.0,49.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-07-04,0.25,0.0,68.0,52.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-07-05,0.38,0.0,69.0,54.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-07-06,0.46,0.0,72.0,53.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-07-07,0.14,0.0,67.0,53.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-07-08,0.0,0.0,74.0,49.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-07-09,0.0,0.0,80.0,51.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-07-10,0.01,0.0,76.0,60.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-07-11,0.0,0.0,73.0,57.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-07-12,0.0,0.0,72.0,53.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-07-13,0.0,0.0,77.0,51.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-07-14,0.0,0.0,78.0,52.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-07-15,0.0,0.0,81.0,53.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-07-16,0.0,0.0,83.0,57.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-07-17,0.0,0.0,84.0,59.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-07-18,0.13,0.0,64.0,57.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-07-19,0.11,0.0,67.0,58.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-07-20,0.0,0.0,70.0,57.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-07-21,0.0,0.0,77.0,58.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-07-22,0.0,0.0,74.0,56.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-07-23,0.01,0.0,69.0,57.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-07-24,0.0,0.0,72.0,52.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-07-25,0.0,0.0,78.0,50.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-07-26,0.22,0.0,81.0,55.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-07-27,0.1,0.0,66.0,52.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-07-28,0.0,0.0,72.0,55.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-07-29,0.0,0.0,72.0,54.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-07-30,0.0,0.0,82.0,57.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-07-31,0.0,0.0,90.0,60.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-08-01,0.0,0.0,77.0,57.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-08-02,0.0,0.0,72.0,58.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-08-03,0.0,0.0,70.0,59.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-08-04,0.0,0.0,68.0,54.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-08-05,0.46,0.0,66.0,52.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-08-06,0.0,0.0,70.0,54.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-08-07,0.0,0.0,70.0,51.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-08-08,0.0,0.0,76.0,52.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-08-09,0.0,0.0,72.0,59.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-08-10,0.0,0.0,70.0,58.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-08-11,0.0,0.0,67.0,57.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-08-12,0.0,0.0,75.0,59.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-08-13,0.07,0.0,66.0,55.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-08-14,0.02,0.0,68.0,52.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-08-15,0.33,0.0,70.0,55.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-08-16,0.02,0.0,71.0,56.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-08-17,0.02,0.0,75.0,57.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-08-18,0.0,0.0,76.0,58.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-08-19,0.05,0.0,68.0,55.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-08-20,0.08,0.0,66.0,55.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-08-21,0.09,0.0,68.0,56.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-08-22,0.0,0.0,71.0,55.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-08-23,0.07,0.0,71.0,54.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-08-24,0.37,0.0,63.0,55.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-08-25,0.0,0.0,75.0,57.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-08-26,0.01,0.0,72.0,55.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-08-27,0.28,0.0,63.0,56.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-08-28,0.0,0.0,80.0,58.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-08-29,0.05,0.0,78.0,59.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-08-30,0.06,0.0,71.0,57.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-08-31,0.0,0.0,76.0,50.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-09-01,0.0,0.0,77.0,51.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-09-02,0.15,0.0,70.0,55.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-09-03,0.02,0.0,69.0,54.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-09-04,0.0,0.0,68.0,51.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-09-05,0.0,0.0,71.0,46.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-09-06,0.0,0.0,70.0,46.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-09-07,0.0,0.0,75.0,52.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-09-08,0.0,0.0,80.0,56.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-09-09,0.0,0.0,80.0,59.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-09-10,0.0,0.0,81.0,54.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-09-11,0.0,0.0,72.0,57.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-09-12,0.0,0.0,75.0,53.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-09-13,0.0,0.0,77.0,56.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-09-14,0.21,0.0,68.0,52.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-09-15,0.23,0.0,65.0,53.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-09-16,0.0,0.0,64.0,47.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-09-17,0.0,0.0,67.0,47.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-09-18,0.0,0.0,71.0,48.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-09-19,0.0,0.0,75.0,43.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-09-20,0.0,0.0,68.0,54.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-09-21,0.31,0.0,63.0,50.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-09-22,0.24,0.0,54.0,45.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-09-23,0.1,0.0,56.0,41.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-09-24,0.0,0.0,60.0,38.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-09-25,0.0,0.0,62.0,38.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-09-26,1.41,0.0,51.0,45.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-09-27,0.05,0.0,70.0,46.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-09-28,0.77,0.0,59.0,41.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-09-29,0.0,0.0,58.0,38.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-09-30,0.0,0.0,66.0,44.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-10-01,0.0,0.0,74.0,42.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-10-02,0.04,0.0,72.0,50.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-10-03,0.31,0.0,64.0,54.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-10-04,0.27,0.0,62.0,47.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-10-05,0.0,0.0,58.0,43.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-10-06,0.18,0.0,61.0,47.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-10-07,0.06,0.0,61.0,47.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-10-08,0.0,0.0,61.0,42.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-10-09,0.0,0.0,71.0,36.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-10-10,0.55,0.0,57.0,49.0
USW00024234,"SEATTLE BOEING FIELD, WA US",1948-10-11,0.0,0.0,58.0,45.0
